City,Place,Ratings,Ideal_Duration,Best_Time_to_Visit,City_Desc,Latitude,Longitude
New York,Colosseum,4.6,1,Autumn & Winter,An architectural marvel offering stunning cityscapes.,1.126146351669803,92.92697178162678
Rome,Hagia Sophia,4.7,4,Summer,A top-rated destination attracting millions of visitors annually.,8.711380383234598,-131.28373602242425
New York,Shibuya Crossing,4.7,4,Spring & Summer,A top-rated destination attracting millions of visitors annually.,29.26244422350854,146.0811688052214
Rome,Big Ben,4.2,2,Summer,One of the most famous tourist attractions in the world.,-7.9483622682866155,-156.6251670026898
London,Big Ben,4.1,3,Winter,A must-visit site known for its cultural significance.,3.967505289933385,-33.60458079299278
Tokyo,Statue of Liberty,4.4,6,Autumn,A historic landmark with breathtaking views.,-86.7565006535565,104.52304951980045
Bangkok,Shibuya Crossing,4.1,5,Autumn & Winter,A historic landmark with breathtaking views.,-61.02596904738528,84.59046587588182
Tokyo,Burj Khalifa,4.1,4,Autumn,A historic landmark with breathtaking views.,-80.85835412980651,-155.6029464078078
Singapore,Big Ben,4.6,4,Spring & Summer,One of the most famous tourist attractions in the world.,-3.802391903969067,-31.986579278244676
Singapore,Marina Bay Sands,4.3,2,Winter,One of the most famous tourist attractions in the world.,-89.46975151631564,161.8656718498795
Dubai,Statue of Liberty,3.6,5,Winter,A historic landmark with breathtaking views.,6.648913108483313,-57.180865998429425
Bangkok,Big Ben,4.4,3,Autumn & Winter,A must-visit site known for its cultural significance.,-3.941950133678347,39.7836534074313
New York,Shibuya Crossing,4.3,3,Spring & Summer,An architectural marvel offering stunning cityscapes.,49.03873505788701,179.20167755521248
Dubai,Sydney Opera House,3.7,4,Year-Round,A top-rated destination attracting millions of visitors annually.,4.913126520725314,53.16738594417569
London,Shibuya Crossing,4.5,3,Autumn,An architectural marvel offering stunning cityscapes.,66.82832612213119,85.12767293725136
Sydney,Big Ben,3.7,6,Autumn,One of the most famous tourist attractions in the world.,-37.63779179290227,68.39380201551191
Dubai,Burj Khalifa,4.4,6,Year-Round,A historic landmark with breathtaking views.,25.52209383582192,-122.45507992534253
London,Marina Bay Sands,4.7,4,Spring,One of the most famous tourist attractions in the world.,45.409406356678375,129.44774934999919
Tokyo,Eiffel Tower,4.8,2,Spring & Summer,A must-visit site known for its cultural significance.,8.922139374534623,-130.49342275412755
New York,Statue of Liberty,3.7,7,Summer,A must-visit site known for its cultural significance.,87.38966966449061,-159.90416653933627
Istanbul,Big Ben,4.5,5,Autumn & Winter,A must-visit site known for its cultural significance.,77.55740955088547,157.47157366482088
Sydney,Shibuya Crossing,3.9,7,Summer,An architectural marvel offering stunning cityscapes.,57.068295882674335,-87.34785208962491
Paris,Colosseum,4.0,1,Year-Round,A top-rated destination attracting millions of visitors annually.,72.50760906617538,97.69435356942836
Dubai,Hagia Sophia,4.0,4,Winter,A must-visit site known for its cultural significance.,22.604724686227712,125.27926368694762
Rome,Grand Palace,4.9,2,Autumn & Winter,An architectural marvel offering stunning cityscapes.,-85.81862877109359,-57.80361915191904
Tokyo,Marina Bay Sands,3.8,4,Autumn,A must-visit site known for its cultural significance.,35.2150475490499,142.24157997228792
Paris,Sydney Opera House,4.4,2,Spring,A historic landmark with breathtaking views.,53.21508651119018,89.45799621904422
Singapore,Shibuya Crossing,3.6,5,Autumn & Winter,A top-rated destination attracting millions of visitors annually.,17.94041915608311,137.50063696917044
Rome,Eiffel Tower,3.5,7,Summer,A top-rated destination attracting millions of visitors annually.,-6.849159868868725,55.560750573004015
Dubai,Hagia Sophia,4.4,6,Spring & Summer,A historic landmark with breathtaking views.,81.31609346110636,5.315204888599084
Rome,Sydney Opera House,3.5,3,Summer,A historic landmark with breathtaking views.,9.296514949351007,-76.24203211029374
Singapore,Big Ben,5.0,1,Autumn & Winter,An architectural marvel offering stunning cityscapes.,-34.779859541891966,159.56627984729448
Dubai,Hagia Sophia,3.8,1,Autumn,One of the most famous tourist attractions in the world.,7.209948113053159,65.6193299736764
New York,Statue of Liberty,3.6,6,Summer,A historic landmark with breathtaking views.,14.405953377806583,21.371381042855973
Paris,Hagia Sophia,3.6,2,Autumn & Winter,A historic landmark with breathtaking views.,-50.692286885166624,179.98583579852908
New York,Sydney Opera House,3.5,4,Autumn & Winter,A top-rated destination attracting millions of visitors annually.,-24.82004038311419,95.28557800154425
Dubai,Eiffel Tower,3.9,6,Year-Round,A top-rated destination attracting millions of visitors annually.,-84.04959996784699,-23.635298390608142
Rome,Colosseum,5.0,1,Spring,A must-visit site known for its cultural significance.,-42.83771906214085,-119.6720501181787
Bangkok,Colosseum,3.6,7,Winter,An architectural marvel offering stunning cityscapes.,-28.817291977521556,4.236742280970532
Singapore,Grand Palace,4.6,6,Summer,A top-rated destination attracting millions of visitors annually.,-49.88389651707657,-94.38898991317691
Tokyo,Burj Khalifa,4.6,2,Spring & Summer,A must-visit site known for its cultural significance.,-25.34116731773385,-121.44340708663808
Dubai,Burj Khalifa,4.9,2,Winter,A historic landmark with breathtaking views.,-74.43203850103573,-18.178530255893605
Rome,Marina Bay Sands,3.7,6,Spring,One of the most famous tourist attractions in the world.,46.281255520785635,-127.89380359027433
Sydney,Grand Palace,3.7,1,Spring,A must-visit site known for its cultural significance.,58.029917403626,-154.57342659551716
Istanbul,Burj Khalifa,4.4,6,Autumn & Winter,A top-rated destination attracting millions of visitors annually.,-24.52691938943383,-78.56858130122032
Rome,Eiffel Tower,4.3,1,Winter,One of the most famous tourist attractions in the world.,-83.88152693600291,-154.3530422012084
Istanbul,Marina Bay Sands,4.5,6,Autumn & Winter,One of the most famous tourist attractions in the world.,52.37508559466352,109.36393002592843
New York,Big Ben,4.3,3,Autumn,An architectural marvel offering stunning cityscapes.,83.36362552927605,-118.24513670824302
Sydney,Statue of Liberty,3.5,3,Autumn,A must-visit site known for its cultural significance.,-78.81555991749893,47.067594109286404
London,Sydney Opera House,3.6,5,Spring & Summer,An architectural marvel offering stunning cityscapes.,45.753109494349275,-112.97196555827234
Rome,Big Ben,4.6,2,Autumn & Winter,A top-rated destination attracting millions of visitors annually.,-66.0339831722764,-109.90693913819516
Singapore,Burj Khalifa,4.2,2,Autumn & Winter,One of the most famous tourist attractions in the world.,57.859653281576556,-29.850131880657386
Tokyo,Big Ben,4.3,5,Winter,An architectural marvel offering stunning cityscapes.,16.35470854550981,152.22102433259
New York,Colosseum,4.7,2,Winter,An architectural marvel offering stunning cityscapes.,-39.24768726658988,-101.24900178019583
Singapore,Hagia Sophia,4.2,3,Spring & Summer,A top-rated destination attracting millions of visitors annually.,55.18906567495293,-111.08473086565512
Istanbul,Statue of Liberty,4.8,3,Autumn & Winter,A historic landmark with breathtaking views.,-33.72520515153602,-23.474458384281604
London,Sydney Opera House,4.9,4,Spring,A must-visit site known for its cultural significance.,-78.98421628676525,-120.21279513416188
Sydney,Statue of Liberty,4.1,3,Winter,One of the most famous tourist attractions in the world.,-34.735015884589124,-46.0642968244357
New York,Shibuya Crossing,4.4,3,Year-Round,A must-visit site known for its cultural significance.,-32.12554182217737,76.89478422701342
Paris,Big Ben,4.7,4,Spring,A must-visit site known for its cultural significance.,-42.550613544911094,169.10573890030497
Paris,Colosseum,4.5,6,Winter,A must-visit site known for its cultural significance.,22.275748175322406,-99.83471940892723
Bangkok,Hagia Sophia,4.1,4,Spring & Summer,A top-rated destination attracting millions of visitors annually.,55.61960060887574,105.41318214280204
Bangkok,Shibuya Crossing,4.5,3,Autumn,A top-rated destination attracting millions of visitors annually.,70.78901489456743,4.914470074079674
Tokyo,Statue of Liberty,4.9,6,Summer,A must-visit site known for its cultural significance.,15.32030076694275,137.5937114088705
Istanbul,Hagia Sophia,3.6,6,Spring,An architectural marvel offering stunning cityscapes.,-45.15518901274253,-129.2210383364471
Istanbul,Eiffel Tower,4.8,1,Autumn,One of the most famous tourist attractions in the world.,-18.32395192114896,88.84439681849534
New York,Hagia Sophia,4.0,2,Autumn & Winter,A historic landmark with breathtaking views.,77.40427010997269,92.83825492767676
Paris,Sydney Opera House,4.1,1,Summer,A historic landmark with breathtaking views.,-16.104343269542213,169.03711767934686
Paris,Marina Bay Sands,4.5,7,Autumn,A historic landmark with breathtaking views.,72.13308634582827,176.80845306066243
New York,Burj Khalifa,3.9,2,Year-Round,One of the most famous tourist attractions in the world.,49.343881258644785,-113.35095802192117
Istanbul,Big Ben,4.8,3,Spring & Summer,An architectural marvel offering stunning cityscapes.,52.30746557551126,144.3980264770001
Bangkok,Colosseum,4.2,4,Autumn & Winter,A top-rated destination attracting millions of visitors annually.,-29.455729106120238,40.86304774423189
Bangkok,Hagia Sophia,4.0,2,Year-Round,A historic landmark with breathtaking views.,58.90702361917934,-83.69554839737525
Rome,Colosseum,3.7,5,Spring & Summer,A historic landmark with breathtaking views.,-86.79626818279333,-109.0345634874668
Singapore,Shibuya Crossing,4.6,4,Year-Round,A top-rated destination attracting millions of visitors annually.,-74.74116370362805,-163.08380552983584
Singapore,Hagia Sophia,3.9,2,Spring,One of the most famous tourist attractions in the world.,-58.42964143454624,-150.62003631274507
New York,Hagia Sophia,4.7,4,Autumn & Winter,A top-rated destination attracting millions of visitors annually.,56.682162282064866,172.24051097161976
Istanbul,Marina Bay Sands,4.1,7,Summer,A historic landmark with breathtaking views.,-44.98253050220145,-112.76467820619973
Paris,Hagia Sophia,5.0,1,Winter,A must-visit site known for its cultural significance.,-22.043116783798794,117.87691837198548
London,Sydney Opera House,4.4,5,Spring,One of the most famous tourist attractions in the world.,56.15174344658226,167.43624862471523
Istanbul,Shibuya Crossing,4.6,2,Spring & Summer,A must-visit site known for its cultural significance.,-24.5679002725075,-4.037928406657699
Dubai,Burj Khalifa,4.8,4,Spring & Summer,A must-visit site known for its cultural significance.,-21.938027052744104,-87.70533747742375
Paris,Grand Palace,4.3,7,Spring & Summer,A top-rated destination attracting millions of visitors annually.,-10.747704590017449,-7.328571503845012
London,Hagia Sophia,4.6,2,Spring & Summer,A must-visit site known for its cultural significance.,38.14983792301729,112.59413962232475
Rome,Eiffel Tower,4.4,6,Autumn,A must-visit site known for its cultural significance.,84.85182100972702,-41.368299843447005
Sydney,Marina Bay Sands,4.2,6,Summer,A must-visit site known for its cultural significance.,88.71154892751386,-101.97316874149787
Bangkok,Statue of Liberty,4.5,1,Spring & Summer,One of the most famous tourist attractions in the world.,-36.81250255837481,-55.441166502481934
Dubai,Big Ben,4.4,7,Spring & Summer,An architectural marvel offering stunning cityscapes.,-30.070401166330328,-22.31923595727426
Bangkok,Statue of Liberty,3.7,6,Summer,One of the most famous tourist attractions in the world.,-75.36959391883242,136.08158120578258
Rome,Burj Khalifa,4.1,7,Winter,One of the most famous tourist attractions in the world.,-8.59055360119443,36.81494072738343
Sydney,Burj Khalifa,4.7,1,Spring,An architectural marvel offering stunning cityscapes.,79.19578807193892,116.06116370874577
Istanbul,Shibuya Crossing,3.9,3,Spring,A must-visit site known for its cultural significance.,30.185982524571912,-71.35582293317783
Paris,Burj Khalifa,3.6,7,Spring,An architectural marvel offering stunning cityscapes.,-17.86223159691812,81.48730740437833
New York,Statue of Liberty,4.2,6,Winter,A top-rated destination attracting millions of visitors annually.,79.91721538884156,110.94080559632425
Singapore,Big Ben,3.7,4,Autumn & Winter,A must-visit site known for its cultural significance.,40.55608102255127,-136.69387856192418
Sydney,Shibuya Crossing,4.6,4,Spring & Summer,A must-visit site known for its cultural significance.,54.31280018699894,-82.52476390710297
Paris,Grand Palace,4.5,5,Spring,A must-visit site known for its cultural significance.,70.08860225810281,66.75594891656795
Rome,Grand Palace,4.6,7,Autumn,A top-rated destination attracting millions of visitors annually.,17.690410720266556,-60.453853323708216
Bangkok,Marina Bay Sands,4.8,3,Autumn & Winter,A top-rated destination attracting millions of visitors annually.,-82.91656072867117,86.48554280251875
Paris,Grand Palace,4.6,1,Spring,One of the most famous tourist attractions in the world.,68.8408115161555,-84.22301397536951
Dubai,Big Ben,3.6,5,Summer,An architectural marvel offering stunning cityscapes.,-56.367249045037816,-79.00402301815757
New York,Statue of Liberty,4.7,5,Spring & Summer,A historic landmark with breathtaking views.,78.28805508956765,-48.891254759514794
Singapore,Marina Bay Sands,3.9,2,Summer,An architectural marvel offering stunning cityscapes.,-20.862493354246638,2.4569969132554945
New York,Eiffel Tower,4.5,5,Spring & Summer,An architectural marvel offering stunning cityscapes.,-66.27840705196132,-140.66794270316308
London,Marina Bay Sands,4.3,7,Winter,One of the most famous tourist attractions in the world.,-86.47632481775662,-34.729112081770296
London,Eiffel Tower,4.5,5,Summer,A top-rated destination attracting millions of visitors annually.,64.1257406709341,68.08949390229375
Singapore,Colosseum,3.7,3,Year-Round,One of the most famous tourist attractions in the world.,-74.8653053433481,164.2055707228697
Dubai,Colosseum,4.5,6,Autumn,A must-visit site known for its cultural significance.,89.08500311537125,-147.85092996711256
Rome,Hagia Sophia,3.7,5,Year-Round,A historic landmark with breathtaking views.,-40.46038376830185,-153.75428399916802
London,Sydney Opera House,3.7,6,Year-Round,A must-visit site known for its cultural significance.,-37.721205726508,38.00452107824157
Dubai,Big Ben,4.2,2,Spring,A historic landmark with breathtaking views.,-9.089694290516007,-59.57717784794414
